,Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,ROI,Cost_per_Conversion
591,A1591,Data Analytics Course,148.0,5841.0,243.09,15.0,7.0,0.047,1535.0,2024-11-14,Hyderabad,mobile,data analitics online,5.314533711793986,34.72714285714286
592,A1592,Data Analytics Course,174.0,4523.280832678712,227.96,25.0,5.0,0.029,1566.0,2024-11-15,Hyderabad,tablet,online data analytic,5.869626250219336,45.592
593,A1593,Data Analytics Course,196.0,5776.0,227.24,30.0,4.0,0.02,1505.0,2024-11-14,Hyderabad,mobile,data anaytics training,5.622953705333567,56.81
594,A1594,Data Analytics Course,128.0,4729.0,243.45,25.0,9.0,0.031,1782.0,2024-11-23,Hyderabad,desktop,learn data analytics,6.3197781885397415,27.049999999999997
595,A1595,Data Analytics Course,163.0,5371.0,215.89,29.0,7.0,0.043,1906.0,2024-11-05,Hyderabad,tablet,data analytics course,7.828570105146141,30.84142857142857
596,A1596,Data Analytics Course,183.0,5268.0,203.65,17.0,5.0,0.027,1731.0,2024-11-12,Hyderabad,mobile,learn data analytics,7.499877240363368,40.730000000000004
597,A1597,Data Analytics Course,196.0,5386.0,224.31,23.0,4.0,0.02,1423.0,2024-11-14,Hyderabad,tablet,learn data analytics,5.343899068253756,56.0775
598,A1598,Data Analytics Course,121.0,4432.0,218.71,25.0,10.0,0.04897922998986829,1568.0,2024-11-14,Hyderabad,desktop,analytics for data,6.169310959718348,21.871000000000002
599,A1599,Data Analytics Course,174.0,3031.0,242.32,25.0,6.0,0.034,1381.0,2024-11-08,Hyderabad,mobile,online data analytic,4.69907560250908,40.38666666666666
600,A1600,Data Analytics Course,142.0,5999.0,214.05,27.0,6.519002375296912,0.04897922998986829,1064.0,2024-11-21,Hyderabad,desktop,analytics for data,3.9708012146694696,32.8347786482055
601,A1601,Data Analytics Course,118.0,3274.0,222.62,10.0,3.0,0.025,1716.0,2024-11-14,Hyderabad,tablet,analytics for data,6.708202317851047,74.20666666666666
602,A1602,Data Analytics Course,118.0,5889.0,193.01,17.0,10.0,0.085,1789.0,2024-11-10,Hyderabad,desktop,online data analytic,8.268949795347392,19.301
603,A1603,Data Analytics Course,149.0,5601.0,222.01,15.0,6.0,0.04,1514.0,2024-11-14,Hyderabad,desktop,analytics for data,5.819512634566011,37.001666666666665
604,A1604,Data Analytics Course,127.0,4295.0,212.6,26.0,10.0,0.079,1713.0,2024-11-14,Hyderabad,tablet,data analytics course,7.057384760112889,21.259999999999998
605,A1605,Data Analytics Course,195.0,5135.0,226.37,17.0,3.0,0.04897922998986829,1505.0,2024-11-14,Hyderabad,desktop,data anaytics training,5.648407474488669,75.45666666666666
606,A1606,Data Analytics Course,173.0,5233.0,229.38,28.0,7.0,0.04897922998986829,1322.0,2024-11-16,Hyderabad,mobile,learn data analytics,4.763362106548086,32.76857142857143
607,A1607,Data Analytics Course,131.0,5727.0,218.65,28.0,4.0,0.031,1631.0,2024-11-14,Hyderabad,mobile,data anaytics training,6.459410016007317,54.6625
608,A1608,Data Analytics Course,105.0,4691.0,213.15,21.0,3.0,0.035,1276.0,2024-11-22,Hyderabad,desktop,analytics for data,4.986394557823129,71.05
609,A1609,Data Analytics Course,104.0,3409.0,207.63,19.0,4.0,0.04897922998986829,1195.0,2024-11-14,Hyderabad,mobile,analytics for data,4.755430332803545,51.9075
610,A1610,Data Analytics Course,139.0,4333.0,230.05,19.0,6.0,0.043,1407.0,2024-11-14,Hyderabad,desktop,analytics for data,5.116061725711802,38.34166666666667
611,A1611,Data Analytics Course,110.0,4430.0,197.84,23.0,5.0,0.045,1505.0,2024-11-15,Hyderabad,mobile,learn data analytics,6.607157298827335,39.568
612,A1612,Data Analytics Course,193.0,4860.0,181.27,14.0,5.0,0.026,1505.0,2024-11-16,Hyderabad,desktop,online data analytic,7.302532134385171,36.254000000000005
613,A1613,Data Analytics Course,109.0,4396.0,188.6,11.0,10.0,0.092,1451.0,2024-11-14,Hyderabad,mobile,data anaytics training,6.693531283138919,18.86
614,A1614,Data Analytics Course,141.0,5000.0,223.7,29.0,10.0,0.071,1909.0,2024-11-12,Hyderabad,tablet,data analitics online,7.533750558784086,22.369999999999997
615,A1615,Data Analytics Course,182.0,3487.0,211.71,23.0,7.0,0.038,1027.0,2024-11-14,Hyderabad,mobile,data analitics online,3.850975390864862,30.244285714285716
616,A1616,Data Analytics Course,179.0,4236.0,245.01,23.0,7.0,0.039,1822.0,2024-11-07,Hyderabad,mobile,learn data analytics,6.436431166074854,35.00142857142857
617,A1617,Data Analytics Course,89.0,5349.0,215.57,20.003918495297807,8.0,0.09,1371.0,2024-11-14,Hyderabad,tablet,data analitics online,5.35988310061697,26.94625
618,A1618,Data Analytics Course,181.0,5678.0,226.89,22.0,10.0,0.04897922998986829,1992.0,2024-11-14,Hyderabad,tablet,data anaytics training,7.779584820838292,22.689
619,A1619,Data Analytics Course,85.0,5247.0,219.97,15.0,7.0,0.082,1612.0,2024-11-20,Hyderabad,desktop,analytics for data,6.328272037095967,31.424285714285713
620,A1620,Data Analytics Course,179.0,3685.0,202.66,15.0,6.519002375296912,0.039,1634.0,2024-11-18,Hyderabad,desktop,data analytics course,7.062765222540214,31.08757879395154
621,A1621,Data Analytics Course,172.0,5862.0,202.0,23.0,4.0,0.023,1469.0,2024-11-14,Hyderabad,desktop,online data analytic,6.272277227722772,50.5
622,A1622,Data Analytics Course,196.0,5040.0,197.08,11.0,9.0,0.046,1774.0,2024-11-14,Hyderabad,desktop,data analytics course,8.001420742845545,21.89777777777778
623,A1623,Data Analytics Course,138.95699356913184,3423.0,223.95,30.0,4.0,0.055,1480.0,2024-11-03,Hyderabad,desktop,analytics for data,5.608617995088189,55.9875
624,A1624,Data Analytics Course,135.0,5981.0,228.66,26.0,6.0,0.04897922998986829,1515.0,2024-11-14,Hyderabad,desktop,data anaytics training,5.625557596431382,38.11
625,A1625,Data Analytics Course,97.0,3495.0,230.83,16.0,6.0,0.062,1675.0,2024-11-14,Hyderabad,tablet,analytics for data,6.256422475414808,38.47166666666667
626,A1626,Data Analytics Course,137.0,3702.0,215.41,25.0,9.0,0.066,1010.0,2024-11-14,Hyderabad,desktop,learn data analytics,3.6887331135973263,23.934444444444445
627,A1627,Data Analytics Course,164.0,3405.0,217.58,10.0,3.0,0.018,1885.0,2024-11-14,Hyderabad,desktop,data analitics online,7.66348009927383,72.52666666666667
628,A1628,Data Analytics Course,178.0,3370.0,180.66,25.0,9.0,0.051,1830.0,2024-11-24,Hyderabad,desktop,online data analytic,9.129525074726004,20.073333333333334
629,A1629,Data Analytics Course,146.0,4455.0,227.13,16.0,5.0,0.04897922998986829,1040.0,2024-11-14,Hyderabad,tablet,online data analytic,3.5788755338352485,45.426
630,A1630,Data Analytics Course,149.0,4670.0,218.31,10.0,10.0,0.067,1623.0,2024-11-14,Hyderabad,mobile,analytics for data,6.434382300398516,21.831
631,A1631,Data Analytics Course,193.0,4287.0,204.62,15.0,3.0,0.04897922998986829,1800.0,2024-11-14,Hyderabad,tablet,data anaytics training,7.7967940572769034,68.20666666666666
632,A1632,Data Analytics Course,138.95699356913184,3546.0,183.41,27.0,7.0,0.04897922998986829,1701.0,2024-11-14,Hyderabad,mobile,data anaytics training,8.27430347309307,26.201428571428572
633,A1633,Data Analytics Course,106.0,4740.0,229.13,19.0,3.0,0.028,1149.0,2024-11-11,Hyderabad,desktop,online data analytic,4.014620521101558,76.37666666666667
634,A1634,Data Analytics Course,131.0,5642.0,184.57,20.0,9.0,0.04897922998986829,1827.0,2024-11-14,Hyderabad,mobile,data analytics course,8.89868342634231,20.507777777777775
635,A1635,Data Analytics Course,111.0,4161.0,185.58,10.0,7.0,0.04897922998986829,1434.0,2024-11-04,Hyderabad,desktop,data anaytics training,6.727125767862916,26.511428571428574
636,A1636,Data Analytics Course,144.0,4241.0,181.4,24.0,5.0,0.035,1693.0,2024-11-14,Hyderabad,mobile,online data analytic,8.332965821389195,36.28
637,A1637,Data Analytics Course,151.0,5875.0,192.46,28.0,6.519002375296912,0.04897922998986829,1459.0,2024-11-14,Hyderabad,mobile,data analitics online,6.580796009560427,29.52292220805247
638,A1638,Data Analytics Course,146.0,5457.0,215.57,15.0,5.0,0.034,1029.0,2024-11-02,Hyderabad,desktop,data analytics course,3.773391473767222,43.114
639,A1639,Data Analytics Course,133.0,4780.0,198.66,22.0,4.0,0.03,1905.0,2024-11-14,Hyderabad,tablet,online data analytic,8.589247961340984,49.665
640,A1640,Data Analytics Course,138.95699356913184,5922.0,239.1,12.0,3.0,0.048,1733.0,2024-11-14,Hyderabad,desktop,data analytics course,6.248013383521539,79.7
641,A1641,Data Analytics Course,82.0,3454.0,228.02,30.0,7.0,0.049,1463.0,2024-11-09,Hyderabad,desktop,learn data analytics,5.416103850539426,32.574285714285715
642,A1642,Data Analytics Course,135.0,3449.0,200.06,17.0,5.0,0.037,1950.0,2024-11-14,Hyderabad,mobile,data analytics course,8.74707587723683,40.012
643,A1643,Data Analytics Course,199.0,4287.0,235.58,12.0,10.0,0.05,1276.0,2024-11-10,Hyderabad,tablet,data analytics course,4.4164190508532135,23.558
644,A1644,Data Analytics Course,123.0,5000.0,187.67,25.0,3.0,0.024,1351.0,2024-11-07,Hyderabad,tablet,data analitics online,6.198806415516598,62.556666666666665
645,A1645,Data Analytics Course,154.0,3437.0,211.63,28.0,4.0,0.026,1604.0,2024-11-14,Hyderabad,tablet,data anaytics training,6.579265699570004,52.9075
646,A1646,Data Analytics Course,88.0,3475.0,191.96,12.0,7.0,0.08,1204.0,2024-11-14,Hyderabad,desktop,online data analytic,5.272140029172744,27.422857142857143
647,A1647,Data Analytics Course,165.0,4889.0,180.19,21.0,4.0,0.024,1458.0,2024-11-14,Hyderabad,mobile,analytics for data,7.091459015483656,45.0475
648,A1648,Data Analytics Course,87.0,3639.0,220.76,22.0,3.0,0.036,1231.0,2024-11-14,Hyderabad,mobile,analytics for data,4.57619133901069,73.58666666666666
649,A1649,Data Analytics Course,147.0,3959.0,181.18,27.0,9.0,0.061,1627.0,2024-11-14,Hyderabad,mobile,analytics for data,7.980019869742796,20.13111111111111
650,A1650,Data Analytics Course,137.0,5400.0,180.04,10.0,10.0,0.073,1375.0,2024-11-29,Hyderabad,tablet,analytics for data,6.637191735169963,18.003999999999998
651,A1651,Data Analytics Course,188.0,5528.0,245.03,13.0,10.0,0.053,1202.0,2024-11-29,Hyderabad,desktop,analytics for data,3.905521772844142,24.503
652,A1652,Data Analytics Course,162.0,5456.0,193.69,10.0,6.0,0.037,1992.0,2024-11-29,Hyderabad,tablet,online data analytic,9.28447519231762,32.281666666666666
653,A1653,Data Analytics Course,102.0,4308.0,221.54,13.0,7.0,0.06,1096.0,2024-11-08,Hyderabad,mobile,data analitics online,3.9471878667509257,31.648571428571426
654,A1654,Data Analytics Course,120.0,3245.0,196.09,15.0,9.0,0.075,1056.0,2024-11-14,Hyderabad,desktop,data anaytics training,4.385282268346168,21.787777777777777
655,A1655,Data Analytics Course,125.0,3339.0,205.32,18.0,4.0,0.054,1985.0,2024-11-14,Hyderabad,desktop,data analytics course,8.667835573738556,51.33
656,A1656,Data Analytics Course,155.0,5977.0,187.28,16.0,7.0,0.04897922998986829,1607.0,2024-11-14,Hyderabad,desktop,online data analytic,7.580734728748398,26.754285714285714
657,A1657,Data Analytics Course,137.0,4231.0,226.49,25.0,5.0,0.036,1078.0,2024-11-14,Hyderabad,tablet,analytics for data,3.7595920349684313,45.298
658,A1658,Data Analytics Course,91.0,4506.0,195.99,12.0,3.0,0.045,1179.0,2024-11-22,Hyderabad,tablet,learn data analytics,5.015613041481708,65.33
659,A1659,Data Analytics Course,87.0,4869.0,220.97,29.0,5.0,0.057,1480.0,2024-11-05,Hyderabad,desktop,data anaytics training,5.69774177490157,44.194
660,A1660,Data Analytics Course,124.0,5716.0,217.84,28.0,8.0,0.04897922998986829,1791.0,2024-11-14,Hyderabad,mobile,data anaytics training,7.221630554535439,27.23
661,A1661,Data Analytics Course,128.0,3243.0,208.41,14.0,6.0,0.037,1514.0,2024-11-14,Hyderabad,mobile,online data analytic,6.264526654191258,34.735
662,A1662,Data Analytics Course,111.0,3911.0,239.24,28.0,9.0,0.04897922998986829,1097.0,2024-11-14,Hyderabad,tablet,online data analytic,3.5853536197960207,26.582222222222224
663,A1663,Data Analytics Course,89.0,3982.0,209.87,27.0,7.0,0.079,1920.0,2024-11-14,Hyderabad,desktop,data analytics course,8.148520512698337,29.981428571428573
664,A1664,Data Analytics Course,107.0,5299.0,207.36,19.0,8.0,0.04897922998986829,1567.0,2024-11-14,Hyderabad,tablet,data anaytics training,6.55690586419753,25.92
665,A1665,Data Analytics Course,181.0,4150.0,236.69,15.0,5.0,0.04897922998986829,1251.0,2024-11-10,Hyderabad,mobile,data analitics online,4.285394397735434,47.338
666,A1666,Data Analytics Course,110.0,5925.0,188.18,29.0,9.0,0.082,1682.0,2024-11-14,Hyderabad,desktop,data anaytics training,7.938250611117015,20.90888888888889
667,A1667,Data Analytics Course,85.0,4010.0,195.26,17.0,4.0,0.042,1853.0,2024-11-14,Hyderabad,mobile,data analitics online,8.489910888046708,48.815
668,A1668,Data Analytics Course,125.0,5767.0,215.57,12.0,8.0,0.035,1020.0,2024-11-19,Hyderabad,tablet,data analitics online,3.7316416941132813,26.94625
669,A1669,Data Analytics Course,163.0,4523.280832678712,215.57,11.0,3.0,0.018,1819.0,2024-11-20,Hyderabad,tablet,data anaytics training,7.438094354502018,71.85666666666667
670,A1670,Data Analytics Course,129.0,3787.0,229.81,10.0,6.0,0.047,1221.0,2024-11-13,Hyderabad,desktop,online data analytic,4.313084722161786,38.30166666666667
671,A1671,Data Analytics Course,112.0,4834.0,212.27,11.0,7.0,0.062,1524.0,2024-11-14,Hyderabad,mobile,data analitics online,6.179535497244076,30.324285714285715
672,A1672,Data Analytics Course,104.0,3031.0,188.47,13.0,6.0,0.043,1998.0,2024-11-05,Hyderabad,desktop,data anaytics training,9.601156682761182,31.411666666666665
673,A1673,Data Analytics Course,132.0,3754.0,180.88,21.0,10.0,0.076,1601.0,2024-11-24,Hyderabad,mobile,online data analytic,7.851172047766474,18.088
674,A1674,Data Analytics Course,113.0,3281.0,241.85,16.0,6.0,0.053,1505.0,2024-11-14,Hyderabad,tablet,data analitics online,5.222865412445731,40.30833333333333
675,A1675,Data Analytics Course,109.0,4910.0,236.2,20.003918495297807,8.0,0.054,1145.0,2024-11-14,Hyderabad,tablet,data anaytics training,3.8475867908552073,29.525
676,A1676,Data Analytics Course,144.0,5026.0,231.82,14.0,4.0,0.028,1645.0,2024-11-14,Hyderabad,desktop,data analytics course,6.096022776291951,57.955
677,A1677,Data Analytics Course,179.0,5091.0,238.62,10.0,6.0,0.034,1259.0,2024-11-14,Hyderabad,mobile,learn data analytics,4.276171318414215,39.77
678,A1678,Data Analytics Course,138.95699356913184,5622.0,190.87,14.0,8.0,0.04897922998986829,1400.0,2024-11-14,Hyderabad,mobile,analytics for data,6.334835228165768,23.85875
679,A1679,Data Analytics Course,116.0,4538.0,221.74,23.0,9.0,0.078,1639.0,2024-11-24,Hyderabad,desktop,data anaytics training,6.391539641021016,24.637777777777778
680,A1680,Data Analytics Course,89.0,3509.0,192.14,27.0,9.0,0.101,1564.0,2024-11-14,Hyderabad,mobile,online data analytic,7.139897991048195,21.348888888888887
681,A1681,Data Analytics Course,96.0,3346.0,248.48,15.0,7.0,0.073,1118.0,2024-11-28,Hyderabad,desktop,data analitics online,3.4993560849967804,35.497142857142855
682,A1682,Data Analytics Course,193.0,4706.0,213.41,24.0,8.0,0.046,1058.0,2024-11-14,Hyderabad,desktop,data analytics course,3.9575933648844948,26.67625
683,A1683,Data Analytics Course,122.0,3896.0,194.3,23.0,3.0,0.025,1355.0,2024-11-14,Hyderabad,mobile,data analytics course,5.973751930005147,64.76666666666667
684,A1684,Data Analytics Course,133.0,3332.0,201.59,14.0,7.0,0.04897922998986829,1943.0,2024-11-14,Hyderabad,tablet,data analytics course,8.638374919390843,28.798571428571428
685,A1685,Data Analytics Course,177.0,5738.0,249.21,11.0,7.0,0.04,1435.0,2024-11-14,Hyderabad,mobile,data anaytics training,4.758195899040969,35.60142857142857
686,A1686,Data Analytics Course,162.0,5346.0,223.12,25.0,5.0,0.031,1052.0,2024-11-14,Hyderabad,desktop,data analytics course,3.714951595553962,44.624
687,A1687,Data Analytics Course,182.0,5857.0,192.69,15.0,4.0,0.048,1384.0,2024-11-14,Hyderabad,desktop,data analytics course,6.18252114795786,48.1725
688,A1688,Data Analytics Course,154.0,4836.0,233.8,26.0,10.0,0.04897922998986829,1838.0,2024-11-14,Hyderabad,desktop,data analytics course,6.86142001710864,23.380000000000003
689,A1689,Data Analytics Course,104.0,5291.0,186.93,19.0,10.0,0.096,1805.0,2024-11-29,Hyderabad,tablet,data analytics course,8.656020970416733,18.693
690,A1690,Data Analytics Course,101.0,4840.0,230.68,21.0,9.0,0.089,1556.0,2024-11-22,Hyderabad,desktop,data anaytics training,5.7452748396046465,25.63111111111111
691,A1691,Data Analytics Course,173.0,4246.0,202.95,27.0,3.0,0.017,1276.0,2024-11-29,Hyderabad,tablet,learn data analytics,5.287262872628727,67.64999999999999
692,A1692,Data Analytics Course,186.0,5824.0,224.48,29.0,6.0,0.04897922998986829,1882.0,2024-11-14,Hyderabad,mobile,data analitics online,7.383820384889523,37.413333333333334
693,A1693,Data Analytics Course,148.0,5952.0,186.32,14.0,4.0,0.044,1469.0,2024-11-14,Hyderabad,mobile,data analytics course,6.884285100901675,46.58
694,A1694,Data Analytics Course,181.0,3691.0,229.14,25.0,10.0,0.04897922998986829,1375.0,2024-11-14,Hyderabad,mobile,analytics for data,5.000698263070612,22.913999999999998
695,A1695,Data Analytics Course,110.0,4350.0,243.88,16.0,9.0,0.04897922998986829,1157.0,2024-11-14,Hyderabad,tablet,online data analytic,3.744136460554371,27.09777777777778
696,A1696,Data Analytics Course,151.0,5656.0,191.95,18.0,7.0,0.04897922998986829,1813.0,2024-11-14,Hyderabad,mobile,data analitics online,8.445168012503256,27.42142857142857
697,A1697,Data Analytics Course,90.0,4566.0,228.82,29.0,9.0,0.051,1697.0,2024-11-13,Hyderabad,desktop,data anaytics training,6.416309763132594,25.424444444444443
698,A1698,Data Analytics Course,111.0,4245.0,245.76,22.0,8.0,0.072,1505.0,2024-11-07,Hyderabad,desktop,online data analytic,5.123860677083334,30.72
699,A1699,Data Analytics Course,170.0,5053.0,217.41,16.0,9.0,0.031,1497.0,2024-11-14,Hyderabad,mobile,data anaytics training,5.8856078377259555,24.156666666666666
700,A1700,Data Analytics Course,112.0,5093.0,228.8,23.0,7.0,0.062,1188.0,2024-11-14,Hyderabad,desktop,analytics for data,4.1923076923076925,32.68571428571429
701,A1701,Data Analytics Course,188.0,5336.0,188.73,17.0,3.0,0.016,1601.0,2024-11-03,Hyderabad,tablet,online data analytic,7.48301806813967,62.91
702,A1702,Data Analytics Course,85.0,4963.0,186.21,14.0,6.0,0.04897922998986829,1747.0,2024-11-14,Hyderabad,mobile,data analytics course,8.381880672359165,31.035
703,A1703,Data Analytics Course,94.0,4544.0,235.77,23.0,8.0,0.04897922998986829,1342.0,2024-11-05,Hyderabad,tablet,online data analytic,4.691987954362302,29.47125
704,A1704,Data Analytics Course,177.0,4901.0,217.54,20.0,10.0,0.056,1975.0,2024-11-14,Hyderabad,tablet,data analitics online,8.078790107566425,21.753999999999998
705,A1705,Data Analytics Course,150.0,5275.0,192.7,14.0,4.0,0.027,1170.0,2024-11-14,Hyderabad,tablet,data analitics online,5.071613907628438,48.175
706,A1706,Data Analytics Course,88.0,5225.0,202.97,22.0,6.0,0.068,1128.0,2024-11-14,Hyderabad,tablet,online data analytic,4.557471547519338,33.82833333333333
707,A1707,Data Analytics Course,128.0,4857.0,212.61,14.0,5.0,0.039,1538.0,2024-11-14,Hyderabad,desktop,data analitics online,6.233902450496212,42.522000000000006
708,A1708,Data Analytics Course,163.0,5310.0,242.76,26.0,9.0,0.055,1793.0,2024-11-12,Hyderabad,mobile,learn data analytics,6.385895534684463,26.973333333333333
709,A1709,Data Analytics Course,147.0,5014.0,193.08,12.0,8.0,0.054,1017.0,2024-11-11,Hyderabad,tablet,online data analytic,4.2672467371037905,24.135
710,A1710,Data Analytics Course,191.0,5855.0,196.54,29.0,3.0,0.016,1085.0,2024-11-14,Hyderabad,desktop,data analytics course,4.520504731861199,65.51333333333334
711,A1711,Data Analytics Course,138.95699356913184,5916.0,234.46,17.0,6.0,0.044,1982.0,2024-11-02,Hyderabad,desktop,data analytics course,7.453467542437942,39.07666666666667
712,A1712,Data Analytics Course,115.0,3952.0,229.18,25.0,4.0,0.035,1440.0,2024-11-14,Hyderabad,tablet,online data analytic,5.283270791517584,57.295
713,A1713,Data Analytics Course,123.0,4208.0,212.92,29.0,6.0,0.049,1184.0,2024-11-14,Hyderabad,desktop,learn data analytics,4.560773999624272,35.486666666666665
714,A1714,Data Analytics Course,121.0,5517.0,222.14,16.0,7.0,0.04897922998986829,1682.0,2024-11-14,Hyderabad,tablet,learn data analytics,6.571801566579635,31.73428571428571
715,A1715,Data Analytics Course,126.0,5460.0,210.83,24.0,10.0,0.079,1326.0,2024-11-14,Hyderabad,tablet,online data analytic,5.289427500830053,21.083000000000002
716,A1716,Data Analytics Course,110.0,3159.0,197.92,26.0,10.0,0.091,1608.0,2024-11-18,Hyderabad,mobile,data analitics online,7.124494745351657,19.791999999999998
717,A1717,Data Analytics Course,190.0,5545.0,223.96,13.0,7.0,0.037,1344.0,2024-11-14,Hyderabad,tablet,analytics for data,5.00107161993213,31.994285714285716
718,A1718,Data Analytics Course,148.0,3668.0,245.79,15.0,10.0,0.068,1718.0,2024-11-14,Hyderabad,desktop,data analytics course,5.989706660157045,24.579
719,A1719,Data Analytics Course,86.0,5663.0,231.79,19.0,10.0,0.116,1547.0,2024-11-14,Hyderabad,mobile,data anaytics training,5.674144699943915,23.179
720,A1720,Data Analytics Course,172.0,3123.0,216.67,15.0,6.519002375296912,0.04897922998986829,1759.0,2024-11-14,Hyderabad,desktop,online data analytic,7.118336640974754,33.23668063399526
721,A1721,Data Analytics Course,143.0,5638.0,229.41,23.0,4.0,0.058,1398.0,2024-11-14,Hyderabad,desktop,online data analytic,5.093893029946384,57.3525
722,A1722,Data Analytics Course,172.0,4436.0,232.16,21.0,7.0,0.041,1050.0,2024-11-14,Hyderabad,mobile,learn data analytics,3.5227429359062716,33.16571428571429
723,A1723,Data Analytics Course,138.0,5555.0,188.55,14.0,8.0,0.058,1593.0,2024-11-14,Hyderabad,desktop,data anaytics training,7.448687350835322,23.56875
724,A1724,Data Analytics Course,132.0,4972.0,248.45,25.0,9.0,0.04897922998986829,1126.0,2024-11-14,Hyderabad,tablet,data analitics online,3.5320990138860937,27.605555555555554
725,A1725,Data Analytics Course,174.0,3231.0,215.57,10.0,7.0,0.04,1128.0,2024-11-14,Hyderabad,mobile,data analytics course,4.23263904996057,30.795714285714286
726,A1726,Data Analytics Course,154.0,3461.0,235.36,18.0,4.0,0.04897922998986829,1212.0,2024-11-14,Hyderabad,tablet,data analitics online,4.149558123725357,58.84
727,A1727,Data Analytics Course,126.0,3423.0,236.21,25.0,9.0,0.071,1106.0,2024-11-14,Hyderabad,tablet,data anaytics training,3.6822742474916383,26.245555555555555
728,A1728,Data Analytics Course,138.0,4025.0,220.96,21.0,7.0,0.051,1416.0,2024-11-24,Hyderabad,tablet,data analitics online,5.408399710354815,31.565714285714286
729,A1729,Data Analytics Course,193.0,3800.0,199.76,27.0,9.0,0.047,1393.0,2024-11-17,Hyderabad,mobile,data analytics course,5.97336804164998,22.195555555555554
730,A1730,Data Analytics Course,156.0,5293.0,210.43,26.0,6.0,0.038,1449.0,2024-11-14,Hyderabad,tablet,data analytics course,5.885900299386969,35.071666666666665
731,A1731,Data Analytics Course,142.0,3565.0,180.39,26.0,5.0,0.035,1147.0,2024-11-01,Hyderabad,tablet,data anaytics training,5.358445590110317,36.077999999999996
732,A1732,Data Analytics Course,92.0,4296.0,239.12,11.0,10.0,0.04897922998986829,1169.0,2024-11-14,Hyderabad,tablet,data anaytics training,3.888758782201405,23.912
733,A1733,Data Analytics Course,190.0,3567.0,249.26,20.003918495297807,7.0,0.057,1517.0,2024-11-14,Hyderabad,desktop,data analitics online,5.086014603225548,35.60857142857143
734,A1734,Data Analytics Course,134.0,4854.0,198.93,21.0,8.0,0.06,1101.0,2024-11-14,Hyderabad,desktop,analytics for data,4.53461016437943,24.86625
735,A1735,Data Analytics Course,144.0,4523.280832678712,186.47,29.0,8.0,0.056,1437.0,2024-11-14,Hyderabad,mobile,data analytics course,6.706333458465169,23.30875
736,A1736,Data Analytics Course,117.0,4630.0,196.66,15.0,8.0,0.04897922998986829,1361.0,2024-11-14,Hyderabad,desktop,online data analytic,5.9205735787653815,24.5825
737,A1737,Data Analytics Course,160.0,3448.0,210.38,19.0,7.0,0.044,1705.0,2024-11-14,Hyderabad,desktop,data analytics course,7.104382545869379,30.054285714285715
738,A1738,Data Analytics Course,146.0,5297.0,198.89,30.0,8.0,0.055,2000.0,2024-11-02,Hyderabad,desktop,data anaytics training,9.055809744079644,24.86125
739,A1739,Data Analytics Course,175.0,3818.0,190.89,30.0,10.0,0.039,1088.0,2024-11-14,Hyderabad,tablet,data analitics online,4.6996175808057,19.089
740,A1740,Data Analytics Course,122.0,4791.0,223.16,12.0,4.0,0.033,1246.0,2024-11-14,Hyderabad,tablet,learn data analytics,4.583437892095358,55.79
741,A1741,Data Analytics Course,85.0,3713.0,225.74,23.0,5.0,0.047,1867.0,2024-11-14,Hyderabad,tablet,data analitics online,7.270576769735093,45.148
742,A1742,Data Analytics Course,167.0,3634.0,202.75,30.0,10.0,0.06,1503.0,2024-11-14,Hyderabad,desktop,data anaytics training,6.413070283600494,20.275
743,A1743,Data Analytics Course,158.0,3025.0,180.5,24.0,9.0,0.04897922998986829,1725.0,2024-11-14,Hyderabad,tablet,data anaytics training,8.556786703601109,20.055555555555557
744,A1744,Data Analytics Course,176.0,5868.0,184.46,20.003918495297807,4.0,0.023,1229.0,2024-11-20,Hyderabad,desktop,data analytics course,5.662691098341103,46.115
745,A1745,Data Analytics Course,111.0,3050.0,208.87,10.0,7.0,0.063,1774.0,2024-11-26,Hyderabad,tablet,analytics for data,7.49332120457701,29.83857142857143
746,A1746,Data Analytics Course,186.0,5301.0,215.57,14.0,9.0,0.04897922998986829,1230.0,2024-11-17,Hyderabad,desktop,learn data analytics,4.705803219371898,23.952222222222222
747,A1747,Data Analytics Course,177.0,3042.0,239.64,26.0,4.0,0.023,1646.0,2024-11-14,Hyderabad,mobile,data analytics course,5.868636287764982,59.91
748,A1748,Data Analytics Course,150.0,5272.0,239.06,13.0,9.0,0.06,1232.0,2024-11-14,Hyderabad,desktop,online data analytic,4.153517945285703,26.56222222222222
749,A1749,Data Analytics Course,160.0,4279.0,191.56,22.0,10.0,0.039,1234.0,2024-11-14,Hyderabad,mobile,data analytics course,5.441845896846941,19.156
750,A1750,Data Analytics Course,147.0,5659.0,188.07,22.0,4.0,0.045,1796.0,2024-11-14,Hyderabad,mobile,analytics for data,8.54963577391397,47.0175
751,A1751,Data Analytics Course,198.0,4816.0,224.96,21.0,4.0,0.042,1601.0,2024-11-14,Hyderabad,mobile,online data analytic,6.116820768136558,56.24
752,A1752,Data Analytics Course,145.0,3874.0,215.57,10.0,10.0,0.069,1153.0,2024-11-30,Hyderabad,mobile,data anaytics training,4.348610660110405,21.557
753,A1753,Data Analytics Course,94.0,5221.0,225.23,17.0,3.0,0.036,1209.0,2024-11-14,Hyderabad,tablet,learn data analytics,4.367846201660525,75.07666666666667
